"id","decimal","hex","tagsite","tagdate","genus_species","sex","reproductive_status","age","contact_name","contact_email"
"*989001005946029",989.001005946029,"3DD.003BF584AD","chivato","6/29/2023","Leptonycteris yerbabuenae","female","non-reproductive","juvenile","Winifred Frick","wfrick@batcon.org "
"*989001005946076",989.001005946076,"3DD.003BF584DC","chivato","6/29/2023","Leptonycteris yerbabuenae","female","non-reproductive","adult","Winifred Frick","wfrick@batcon.org "
"*989001005946077",989.001005946077,"3DD.003BF584DD","chivato","6/29/2023","Leptonycteris yerbabuenae","female","non-reproductive","juvenile","Winifred Frick","wfrick@batcon.org "
"*989001005946074",989.001005946074,"3DD.003BF584DA","chivato","6/29/2023","Leptonycteris yerbabuenae","female","non-reproductive","juvenile","Winifred Frick","wfrick@batcon.org "
"*989001005771999",989.001005771999,"3DD.003BF2DCDF","chivato","6/29/2023","Leptonycteris yerbabuenae","female","non-reproductive","juvenile","Winifred Frick","wfrick@batcon.org "
"*989001005946001",989.001005946001,"3DD.003BF58491","chivato","6/29/2023","Leptonycteris yerbabuenae","female","non-reproductive","adult","Winifred Frick","wfrick@batcon.org "
"*989001005946013",989.001005946013,"3DD.003BF5849D","chivato","6/29/2023","Leptonycteris yerbabuenae","female","non-reproductive","juvenile","Winifred Frick","wfrick@batcon.org "
"*989001005946027",989.001005946027,"3DD.003BF584AB","chivato","6/29/2023","Leptonycteris yerbabuenae","male","non-reproductive","juvenile","Winifred Frick","wfrick@batcon.org "
"*989001005946064",989.001005946064,"3DD.003BF584D0","chivato","6/29/2023","Leptonycteris yerbabuenae","male","active- testes swollen","adult","Winifred Frick","wfrick@batcon.org "
"*989001005946036",989.001005946036,"3DD.003BF584B4","chivato","6/29/2023","Leptonycteris yerbabuenae","male","active- testes swollen","adult","Winifred Frick","wfrick@batcon.org "
"*989001005946052",989.001005946052,"3DD.003BF584C4","chivato","6/29/2023","Leptonycteris yerbabuenae","female","non-reproductive","adult","Winifred Frick","wfrick@batcon.org "
"*989001005946061",989.001005946061,"3DD.003BF584CD","chivato","6/29/2023","Leptonycteris yerbabuenae","male","non-reproductive","juvenile","Winifred Frick","wfrick@batcon.org "
"*989001005946085",989.001005946085,"3DD.003BF584E5","chivato","6/29/2023","Leptonycteris yerbabuenae","male","non-reproductive","juvenile","Winifred Frick","wfrick@batcon.org "
"*989001005946055",989.001005946055,"3DD.003BF584C7","chivato","6/29/2023","Leptonycteris yerbabuenae","female","non-reproductive","adult","Winifred Frick","wfrick@batcon.org "
"*989001005946040",989.00100594604,"3DD.003BF584B8","chivato","6/29/2023","Leptonycteris yerbabuenae","male","active- testes swollen","adult","Winifred Frick","wfrick@batcon.org "
"*989001005771987",989.001005771987,"3DD.003BF2DCD3","chivato","6/29/2023","Leptonycteris yerbabuenae","female","non-reproductive","juvenile","Winifred Frick","wfrick@batcon.org "
"*989001005771991",989.001005771991,"3DD.003BF2DCD7","chivato","6/29/2023","Leptonycteris yerbabuenae","male","active- testes swollen","adult","Winifred Frick","wfrick@batcon.org "
"*989001005946022",989.001005946022,"3DD.003BF584A6","chivato","6/29/2023","Leptonycteris yerbabuenae","female","non-reproductive","juvenile","Winifred Frick","wfrick@batcon.org "
"*989001005946028",989.001005946028,"3DD.003BF584AC","chivato","6/29/2023","Leptonycteris yerbabuenae","male","non-reproductive","adult","Winifred Frick","wfrick@batcon.org "
"*989001005946049",989.001005946049,"3DD.003BF584C1","chivato","6/29/2023","Leptonycteris yerbabuenae","male","non-reproductive","juvenile","Winifred Frick","wfrick@batcon.org "
"*989001005946016",989.001005946016,"3DD.003BF584A0","chivato","6/29/2023","Leptonycteris yerbabuenae","female","non-reproductive","juvenile","Winifred Frick","wfrick@batcon.org "
"*989001005946066",989.001005946066,"3DD.003BF584D2","chivato","6/29/2023","Leptonycteris yerbabuenae","female","non-reproductive","juvenile","Winifred Frick","wfrick@batcon.org "
"*989001005946072",989.001005946072,"3DD.003BF584D8","chivato","6/29/2023","Leptonycteris yerbabuenae","female","non-reproductive","juvenile","Winifred Frick","wfrick@batcon.org "
"*989001005946075",989.001005946075,"3DD.003BF584DB","chivato","6/29/2023","Leptonycteris yerbabuenae","male","active- testes swollen","adult","Winifred Frick","wfrick@batcon.org "
"*989001005946014",989.001005946014,"3DD.003BF5849E","chivato","6/29/2023","Leptonycteris yerbabuenae","female","non-reproductive","adult","Winifred Frick","wfrick@batcon.org "
"*989001005946026",989.001005946026,"3DD.003BF584AA","chivato","6/29/2023","Leptonycteris yerbabuenae","female","non-reproductive","juvenile","Winifred Frick","wfrick@batcon.org "
"*989001005946005",989.001005946005,"3DD.003BF58495","chivato","6/29/2023","Leptonycteris yerbabuenae","male","active- testes swollen","adult","Winifred Frick","wfrick@batcon.org "
"*989001005946004",989.001005946004,"3DD.003BF58494","chivato","6/29/2023","Leptonycteris yerbabuenae","female","non-reproductive","adult","Winifred Frick","wfrick@batcon.org "
"*989001005946059",989.001005946059,"3DD.003BF584CB","chivato","6/29/2023","Leptonycteris yerbabuenae","female","non-reproductive","adult","Winifred Frick","wfrick@batcon.org "
"*989001005946031",989.001005946031,"3DD.003BF584AF","chivato","6/29/2023","Leptonycteris yerbabuenae","female","post-lactating","adult","Winifred Frick","wfrick@batcon.org "
"*989001005946051",989.001005946051,"3DD.003BF584C3","chivato","6/29/2023","Leptonycteris yerbabuenae","male","active- testes swollen","adult","Winifred Frick","wfrick@batcon.org "
"*989001005946071",989.001005946071,"3DD.003BF584D7","chivato","6/29/2023","Leptonycteris yerbabuenae","male","non-reproductive","juvenile","Winifred Frick","wfrick@batcon.org "
"*989001005946063",989.001005946063,"3DD.003BF584CF","chivato","6/29/2023","Leptonycteris yerbabuenae","male","active- testes swollen","adult","Winifred Frick","wfrick@batcon.org "
"*989001005946046",989.001005946046,"3DD.003BF584BE","chivato","6/29/2023","Leptonycteris yerbabuenae","female","non-reproductive","adult","Winifred Frick","wfrick@batcon.org "
"*989001005946007",989.001005946007,"3DD.003BF58497","chivato","6/29/2023","Leptonycteris yerbabuenae","male","active- testes swollen","adult","Winifred Frick","wfrick@batcon.org "
"*989001005771989",989.001005771989,"3DD.003BF2DCD5","chivato","6/29/2023","Leptonycteris yerbabuenae","male","active- testes swollen","adult","Winifred Frick","wfrick@batcon.org "
"*989001005946010",989.00100594601,"3DD.003BF5849A","chivato","6/29/2023","Leptonycteris yerbabuenae","male","active- testes swollen","adult","Winifred Frick","wfrick@batcon.org "
"*989001005946033",989.001005946033,"3DD.003BF584B1","chivato","6/29/2023","Leptonycteris yerbabuenae","male","non-reproductive","juvenile","Winifred Frick","wfrick@batcon.org "
"*989001005771998",989.001005771998,"3DD.003BF2DCDE","chivato","6/29/2023","Leptonycteris yerbabuenae","male","active- testes swollen","adult","Winifred Frick","wfrick@batcon.org "
"*989001005946019",989.001005946019,"3DD.003BF584A3","chivato","6/29/2023","Leptonycteris yerbabuenae","male","active- testes swollen","adult","Winifred Frick","wfrick@batcon.org "
"*989001005946037",989.001005946037,"3DD.003BF584B5","chivato","6/29/2023","Leptonycteris yerbabuenae","male","active- testes swollen","adult","Winifred Frick","wfrick@batcon.org "
"*989001026346181",989.001026346181,"3DD.003D2CCCC5","chivato","6/30/2023","Leptonycteris yerbabuenae","male","active- testes swollen","adult","Winifred Frick","wfrick@batcon.org "
"*989001005946047",989.001005946047,"3DD.003BF584BF","chivato","6/30/2023","Leptonycteris yerbabuenae","male","active- testes swollen","adult","Winifred Frick","wfrick@batcon.org "
"*989001005946083",989.001005946083,"3DD.003BF584E3","chivato","6/30/2023","Leptonycteris yerbabuenae","female","non-reproductive","adult","Winifred Frick","wfrick@batcon.org "
"*989001026346164",989.001026346164,"3DD.003D2CCCB4","chivato","6/30/2023","Leptonycteris yerbabuenae","male","active- testes swollen","adult","Winifred Frick","wfrick@batcon.org "
"*989001026346206",989.001026346206,"3DD.003D2CCCDE","chivato","6/30/2023","Leptonycteris yerbabuenae","male","active- testes swollen","adult","Winifred Frick","wfrick@batcon.org "
"*989001005946070",989.00100594607,"3DD.003BF584D6","chivato","6/30/2023","Leptonycteris yerbabuenae","male","non-reproductive","juvenile","Winifred Frick","wfrick@batcon.org "
"*989001026346237",989.001026346237,"3DD.003D2CCCFD","chivato","6/30/2023","Leptonycteris yerbabuenae","male","active- testes swollen","adult","Winifred Frick","wfrick@batcon.org "
"*989001026346197",989.001026346197,"3DD.003D2CCCD5","chivato","6/30/2023","Leptonycteris yerbabuenae","male","active- testes swollen","adult","Winifred Frick","wfrick@batcon.org "
"*989001026346189",989.001026346189,"3DD.003D2CCCCD","chivato","6/30/2023","Leptonycteris yerbabuenae","female","non-reproductive","juvenile","Winifred Frick","wfrick@batcon.org "
"*989001005946003",989.001005946003,"3DD.003BF58493","chivato","6/30/2023","Leptonycteris yerbabuenae","male","active- testes swollen","adult","Winifred Frick","wfrick@batcon.org "
"*989001005946082",989.001005946082,"3DD.003BF584E2","chivato","6/30/2023","Leptonycteris yerbabuenae","female","non-reproductive","juvenile","Winifred Frick","wfrick@batcon.org "
"*989001026346172",989.001026346172,"3DD.003D2CCCBC","chivato","6/30/2023","Leptonycteris yerbabuenae","female","non-reproductive","juvenile","Winifred Frick","wfrick@batcon.org "
"*989001005771988",989.001005771988,"3DD.003BF2DCD4","chivato","6/30/2023","Leptonycteris yerbabuenae","male","non-reproductive","adult","Winifred Frick","wfrick@batcon.org "
"*989001026346167",989.001026346167,"3DD.003D2CCCB7","chivato","6/30/2023","Leptonycteris yerbabuenae","male","active- testes swollen","adult","Winifred Frick","wfrick@batcon.org "
"*989001005946012",989.001005946012,"3DD.003BF5849C","chivato","6/30/2023","Leptonycteris yerbabuenae","female","non-reproductive","juvenile","Winifred Frick","wfrick@batcon.org "
"*989001026346179",989.001026346179,"3DD.003D2CCCC3","chivato","6/30/2023","Leptonycteris yerbabuenae","male","active- testes swollen","adult","Winifred Frick","wfrick@batcon.org "
"*989001026346148",989.001026346148,"3DD.003D2CCCA4","chivato","6/30/2023","Leptonycteris yerbabuenae","female","non-reproductive","adult","Winifred Frick","wfrick@batcon.org "
"*989001005946032",989.001005946032,"3DD.003BF584B0","chivato","6/30/2023","Leptonycteris yerbabuenae","male","active- testes swollen","adult","Winifred Frick","wfrick@batcon.org "
"*989001026346196",989.001026346196,"3DD.003D2CCCD4","chivato","6/30/2023","Leptonycteris yerbabuenae","female","non-reproductive","juvenile","Winifred Frick","wfrick@batcon.org "
"*989001005946021",989.001005946021,"3DD.003BF584A5","chivato","6/30/2023","Leptonycteris yerbabuenae","male","active- testes swollen","adult","Winifred Frick","wfrick@batcon.org "
"*989001005946024",989.001005946024,"3DD.003BF584A8","chivato","6/30/2023","Leptonycteris yerbabuenae","female","non-reproductive","juvenile","Winifred Frick","wfrick@batcon.org "
"*989001005946078",989.001005946078,"3DD.003BF584DE","chivato","6/30/2023","Leptonycteris yerbabuenae","male","active- testes swollen","adult","Winifred Frick","wfrick@batcon.org "
"*989001026346215",989.001026346215,"3DD.003D2CCCE7","chivato","6/30/2023","Leptonycteris yerbabuenae","female","non-reproductive","adult","Winifred Frick","wfrick@batcon.org "
"*989001005946084",989.001005946084,"3DD.003BF584E4","chivato","6/30/2023","Leptonycteris yerbabuenae","female","non-reproductive","adult","Winifred Frick","wfrick@batcon.org "
"*989001026346239",989.001026346239,"3DD.003D2CCCFF","chivato","6/30/2023","Leptonycteris yerbabuenae","male","active- testes swollen","adult","Winifred Frick","wfrick@batcon.org "
"*989001026346233",989.001026346233,"3DD.003D2CCCF9","chivato","6/30/2023","Leptonycteris yerbabuenae","female","non-reproductive","juvenile","Winifred Frick","wfrick@batcon.org "
"*989001005946068",989.001005946068,"3DD.003BF584D4","chivato","6/30/2023","Leptonycteris yerbabuenae","male","active- testes swollen","adult","Winifred Frick","wfrick@batcon.org "
"*989001005946020",989.00100594602,"3DD.003BF584A4","chivato","6/30/2023","Leptonycteris yerbabuenae","male","active- testes swollen","adult","Winifred Frick","wfrick@batcon.org "
"*989001026346222",989.001026346222,"3DD.003D2CCCEE","chivato","6/30/2023","Leptonycteris yerbabuenae","male","active- testes swollen","adult","Winifred Frick","wfrick@batcon.org "
"*989001045033578",989.001045033578,"3DD.003E49F26A","organ_pipe","7/3/2023","Leptonycteris yerbabuenae","male","non-scrotal","juvenile","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033600",989.0010450336,"3DD.003E49F280","organ_pipe","7/3/2023","Leptonycteris yerbabuenae","female","non-reproductive","juvenile","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033611",989.001045033611,"3DD.003E49F28B","organ_pipe","7/3/2023","Leptonycteris yerbabuenae","female","lactating","adult","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033631",989.001045033631,"3DD.003E49F29F","organ_pipe","7/3/2023","Leptonycteris yerbabuenae","female","post-lactating","adult","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033640",989.00104503364,"3DD.003E49F2A8","organ_pipe","7/3/2023","Leptonycteris yerbabuenae","female","non-reproductive","juvenile","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033652",989.001045033652,"3DD.003E49F2B4","organ_pipe","7/3/2023","Leptonycteris yerbabuenae","female","post-lactating","adult","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033656",989.001045033656,"3DD.003E49F2B8","organ_pipe","7/3/2023","Leptonycteris yerbabuenae","male","non-scrotal","juvenile","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033671",989.001045033671,"3DD.003E49F2C7","organ_pipe","7/3/2023","Leptonycteris yerbabuenae","female","non-reproductive","juvenile","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033673",989.001045033673,"3DD.003E49F2C9","organ_pipe","7/3/2023","Leptonycteris yerbabuenae","male","non-scrotal","juvenile","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033634",989.001045033634,"3DD.003E49F2A2","organ_pipe_1_h2o","7/8/2023","Leptonycteris yerbabuenae","female","non-reproductive","juvenile","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033647",989.001045033647,"3DD.003E49F2AF","organ_pipe_1_h2o","7/8/2023","Leptonycteris yerbabuenae","female","non-reproductive","juvenile","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033603",989.001045033603,"3DD.003E49F283","organ_pipe_satellite","7/10/2023","Leptonycteris yerbabuenae","male","non-scrotal","juvenile","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033654",989.001045033654,"3DD.003E49F2B6","organ_pipe_satellite","7/10/2023","Leptonycteris yerbabuenae","female","non-reproductive","juvenile","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033674",989.001045033674,"3DD.003E49F2CA","organ_pipe_satellite","7/10/2023","Leptonycteris yerbabuenae","female","non-reproductive","juvenile","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033642",989.001045033642,"3DD.003E49F2AA","organ_pipe_satellite","7/10/2023","Leptonycteris yerbabuenae","female","non-reproductive","juvenile","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033660",989.00104503366,"3DD.003E49F2BC","organ_pipe_satellite","7/10/2023","Leptonycteris yerbabuenae","male","non-scrotal","juvenile","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033579",989.001045033579,"3DD.003E49F26B","organ_pipe","7/11/2023","Leptonycteris yerbabuenae","female","lactating","adult","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033585",989.001045033585,"3DD.003E49F271","organ_pipe","7/11/2023","Leptonycteris yerbabuenae","female","post-lactating","adult","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033589",989.001045033589,"3DD.003E49F275","organ_pipe","7/11/2023","Leptonycteris yerbabuenae","female","non-reproductive","juvenile","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033599",989.001045033599,"3DD.003E49F27F","organ_pipe","7/11/2023","Leptonycteris yerbabuenae","female","post-lactating","adult","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033609",989.001045033609,"3DD.003E49F289","organ_pipe","7/11/2023","Leptonycteris yerbabuenae","female","non-reproductive","juvenile","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033614",989.001045033614,"3DD.003E49F28E","organ_pipe","7/11/2023","Leptonycteris yerbabuenae","female","lactating","adult","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033627",989.001045033627,"3DD.003E49F29B","organ_pipe","7/11/2023","Leptonycteris yerbabuenae","female","non-reproductive","juvenile","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033629",989.001045033629,"3DD.003E49F29D","organ_pipe","7/11/2023","Leptonycteris yerbabuenae","female","non-reproductive","juvenile","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033633",989.001045033633,"3DD.003E49F2A1","organ_pipe","7/11/2023","Leptonycteris yerbabuenae","female","lactating","adult","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033641",989.001045033641,"3DD.003E49F2A9","organ_pipe","7/11/2023","Leptonycteris yerbabuenae","female","non-reproductive","juvenile","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033657",989.001045033657,"3DD.003E49F2B9","organ_pipe","7/11/2023","Leptonycteris yerbabuenae","female","non-reproductive","juvenile","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033661",989.001045033661,"3DD.003E49F2BD","organ_pipe","7/11/2023","Leptonycteris yerbabuenae","male","non-scrotal","juvenile","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033666",989.001045033666,"3DD.003E49F2C2","organ_pipe","7/11/2023","Leptonycteris yerbabuenae","female","non-reproductive","juvenile","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033667",989.001045033667,"3DD.003E49F2C3","organ_pipe","7/11/2023","Leptonycteris yerbabuenae","male","non-scrotal","juvenile","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033601",989.001045033601,"3DD.003E49F281","organ_pipe_3_h2o","7/12/2023","Leptonycteris yerbabuenae","male","non-scrotal","juvenile","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033587",989.001045033587,"3DD.003E49F273","organ_pipe_1_h2o","7/15/2023","Leptonycteris yerbabuenae","male","non-scrotal","juvenile","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033598",989.001045033598,"3DD.003E49F27E","organ_pipe_1_h2o","7/15/2023","Leptonycteris yerbabuenae","female","non-reproductive","juvenile","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033622",989.001045033622,"3DD.003E49F296","organ_pipe_1_h2o","7/15/2023","Leptonycteris yerbabuenae","male","non-scrotal","juvenile","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033662",989.001045033662,"3DD.003E49F2BE","organ_pipe_1_h2o","7/15/2023","Leptonycteris yerbabuenae","male","non-scrotal","juvenile","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033477",989.001045033477,"3DD.003E49F205","organ_pipe","7/16/2023","Leptonycteris yerbabuenae","male","non-scrotal","juvenile","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033479",989.001045033479,"3DD.003E49F207","organ_pipe","7/16/2023","Leptonycteris yerbabuenae","male","non-scrotal","juvenile","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033487",989.001045033487,"3DD.003E49F20F","organ_pipe","7/16/2023","Leptonycteris yerbabuenae","male","non-scrotal","juvenile","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033493",989.001045033493,"3DD.003E49F215","organ_pipe","7/16/2023","Leptonycteris yerbabuenae","male","non-scrotal","juvenile","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033495",989.001045033495,"3DD.003E49F217","organ_pipe","7/16/2023","Leptonycteris yerbabuenae","male","non-scrotal","juvenile","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033496",989.001045033496,"3DD.003E49F218","organ_pipe","7/16/2023","Leptonycteris yerbabuenae","male","non-scrotal","juvenile","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033505",989.001045033505,"3DD.003E49F221","organ_pipe","7/16/2023","Leptonycteris yerbabuenae","male","non-scrotal","juvenile","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033507",989.001045033507,"3DD.003E49F223","organ_pipe","7/16/2023","Leptonycteris yerbabuenae","male","non-scrotal","juvenile","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033511",989.001045033511,"3DD.003E49F227","organ_pipe","7/16/2023","Leptonycteris yerbabuenae","male","non-scrotal","juvenile","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033513",989.001045033513,"3DD.003E49F229","organ_pipe","7/16/2023","Leptonycteris yerbabuenae","male","non-scrotal","juvenile","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033519",989.001045033519,"3DD.003E49F22F","organ_pipe","7/16/2023","Leptonycteris yerbabuenae","female","non-reproductive","juvenile","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033525",989.001045033525,"3DD.003E49F235","organ_pipe","7/16/2023","Leptonycteris yerbabuenae","male","non-scrotal","juvenile","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033537",989.001045033537,"3DD.003E49F241","organ_pipe","7/16/2023","Leptonycteris yerbabuenae","female","non-reproductive","juvenile","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033540",989.00104503354,"3DD.003E49F244","organ_pipe","7/16/2023","Leptonycteris yerbabuenae","female","non-reproductive","juvenile","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033542",989.001045033542,"3DD.003E49F246","organ_pipe","7/16/2023","Leptonycteris yerbabuenae","female","non-reproductive","juvenile","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033543",989.001045033543,"3DD.003E49F247","organ_pipe","7/16/2023","Leptonycteris yerbabuenae","male","non-scrotal","juvenile","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033544",989.001045033544,"3DD.003E49F248","organ_pipe","7/16/2023","Leptonycteris yerbabuenae","female","non-reproductive","juvenile","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033556",989.001045033556,"3DD.003E49F254","organ_pipe","7/16/2023","Leptonycteris yerbabuenae","female","non-reproductive","juvenile","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033562",989.001045033562,"3DD.003E49F25A","organ_pipe","7/16/2023","Leptonycteris yerbabuenae","male","non-scrotal","juvenile","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033584",989.001045033584,"3DD.003E49F270","organ_pipe","7/16/2023","Leptonycteris yerbabuenae","female","lactating","adult","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033586",989.001045033586,"3DD.003E49F272","organ_pipe","7/16/2023","Leptonycteris yerbabuenae","male","non-scrotal","juvenile","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033594",989.001045033594,"3DD.003E49F27A","organ_pipe","7/16/2023","Leptonycteris yerbabuenae","male","non-scrotal","juvenile","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033606",989.001045033606,"3DD.003E49F286","organ_pipe","7/16/2023","Leptonycteris yerbabuenae","male","non-scrotal","juvenile","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033607",989.001045033607,"3DD.003E49F287","organ_pipe","7/16/2023","Leptonycteris yerbabuenae","male","non-scrotal","juvenile","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033608",989.001045033608,"3DD.003E49F288","organ_pipe","7/16/2023","Leptonycteris yerbabuenae","male","non-scrotal","juvenile","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033610",989.00104503361,"3DD.003E49F28A","organ_pipe","7/16/2023","Leptonycteris yerbabuenae","male","non-scrotal","juvenile","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033612",989.001045033612,"3DD.003E49F28C","organ_pipe","7/16/2023","Leptonycteris yerbabuenae","male","non-scrotal","juvenile","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033621",989.001045033621,"3DD.003E49F295","organ_pipe","7/16/2023","Leptonycteris yerbabuenae","male","non-scrotal","juvenile","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033637",989.001045033637,"3DD.003E49F2A5","organ_pipe","7/16/2023","Leptonycteris yerbabuenae","female","non-reproductive","juvenile","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033645",989.001045033645,"3DD.003E49F2AD","organ_pipe","7/16/2023","Leptonycteris yerbabuenae","male","non-scrotal","juvenile","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033655",989.001045033655,"3DD.003E49F2B7","organ_pipe","7/16/2023","Leptonycteris yerbabuenae","male","non-scrotal","juvenile","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033665",989.001045033665,"3DD.003E49F2C1","organ_pipe","7/16/2023","Leptonycteris yerbabuenae","female","non-reproductive","juvenile","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033675",989.001045033675,"3DD.003E49F2CB","organ_pipe","7/16/2023","Leptonycteris yerbabuenae","male","non-scrotal","juvenile","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033628",989.001045033628,"3DD.003E49F29C","organ_pipe_2_h2o","7/18/2023","Leptonycteris yerbabuenae","female","non-reproductive","juvenile","Theresa Laverty","tlaverty@nmsu.edu"
"*989001041205077",989.001041205077,"3DD.003E0F8755","big_hatchet","7/18/2023","Leptonycteris yerbabuenae","male","scrotal","adult","Kathryn Stoner","kstoner@arizona.edu"
"*989001045033520",989.00104503352,"3DD.003E49F230","organ_pipe","7/24/2023","Leptonycteris yerbabuenae","female","post-lactating","adult","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033581",989.001045033581,"3DD.003E49F26D","organ_pipe","7/24/2023","Leptonycteris yerbabuenae","female","post-lactating","adult","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033605",989.001045033605,"3DD.003E49F285","organ_pipe","7/24/2023","Leptonycteris yerbabuenae","female","non-reproductive","juvenile","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033613",989.001045033613,"3DD.003E49F28D","organ_pipe","7/24/2023","Leptonycteris yerbabuenae","male","non-scrotal","juvenile","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033630",989.00104503363,"3DD.003E49F29E","organ_pipe","7/24/2023","Leptonycteris yerbabuenae","female","post-lactating","adult","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033663",989.001045033663,"3DD.003E49F2BF","organ_pipe","7/24/2023","Leptonycteris yerbabuenae","female","post-lactating","adult","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033602",989.001045033602,"3DD.003E49F282","organ_pipe_3_h2o","7/28/2023","Leptonycteris yerbabuenae","male","non-scrotal","juvenile","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033575",989.001045033575,"3DD.003E49F267","organ_pipe","7/30/2023","Leptonycteris yerbabuenae","male","non-scrotal","juvenile","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033588",989.001045033588,"3DD.003E49F274","organ_pipe","7/30/2023","Leptonycteris yerbabuenae","female","post-lactating","adult","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033593",989.001045033593,"3DD.003E49F279","organ_pipe","7/30/2023","Leptonycteris yerbabuenae","male","non-scrotal","juvenile","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033618",989.001045033618,"3DD.003E49F292","organ_pipe","7/30/2023","Leptonycteris yerbabuenae","male","non-scrotal","juvenile","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033648",989.001045033648,"3DD.003E49F2B0","organ_pipe","7/30/2023","Leptonycteris yerbabuenae","male","non-scrotal","juvenile","Theresa Laverty","tlaverty@nmsu.edu"
"*989001045033623",989.001045033623,"3DD.003E49F297","organ_pipe_1_h2o","8/2/2023","Leptonycteris yerbabuenae","female","non-reproductive","adult","Theresa Laverty","tlaverty@nmsu.edu"
